"Time","master","node-1","node-2","node-3","node-4","node-5","node-6"
2025-05-09 00:26:00,1.58%,8.79%,9.44%,6.63%,5.73%,7.25%,9.04%
2025-05-09 00:26:30,1.57%,8.79%,9.38%,6.48%,5.70%,7.14%,9.10%
2025-05-09 00:27:00,1.48%,8.63%,9.27%,6.24%,5.56%,6.89%,8.96%
2025-05-09 00:27:30,1.48%,8.85%,9.19%,5.87%,5.30%,6.50%,8.92%
2025-05-09 00:28:00,1.47%,9.16%,8.95%,5.44%,4.95%,6.04%,8.70%
2025-05-09 00:28:30,1.49%,9.01%,9.03%,4.96%,4.58%,5.53%,8.63%
2025-05-09 00:29:00,1.50%,9.04%,8.87%,4.50%,4.23%,5.02%,8.59%
2025-05-09 00:29:30,1.51%,8.93%,8.74%,4.09%,3.96%,4.57%,8.38%
2025-05-09 00:30:00,1.51%,8.83%,8.51%,3.77%,3.78%,4.22%,8.21%
2025-05-09 00:30:30,1.52%,8.79%,8.61%,3.48%,3.62%,3.88%,8.16%
2025-05-09 00:31:00,1.52%,8.73%,8.59%,3.45%,3.71%,3.79%,8.01%
2025-05-09 00:31:30,1.53%,8.84%,8.71%,3.96%,4.13%,4.20%,8.08%
2025-05-09 00:32:00,1.53%,8.86%,8.73%,4.60%,4.91%,4.84%,7.98%
2025-05-09 00:32:30,1.61%,8.44%,8.66%,5.35%,5.93%,5.57%,7.92%
2025-05-09 00:33:00,1.60%,8.52%,8.66%,6.06%,6.97%,6.28%,8.10%
2025-05-09 00:33:30,1.59%,8.77%,9.09%,6.91%,7.83%,7.13%,8.36%
2025-05-09 00:34:00,1.57%,8.63%,9.21%,7.76%,8.69%,7.99%,8.26%
2025-05-09 00:34:30,1.57%,8.65%,9.37%,8.50%,9.51%,8.84%,8.48%
2025-05-09 00:35:00,1.57%,8.54%,9.32%,9.22%,10.2%,9.50%,8.52%
2025-05-09 00:35:30,1.58%,8.63%,9.46%,9.94%,11.0%,10.2%,8.71%
2025-05-09 00:36:00,1.57%,8.78%,9.51%,10.3%,11.3%,10.6%,8.93%
2025-05-09 00:36:30,1.58%,8.26%,9.31%,10.1%,11.2%,10.4%,8.72%
2025-05-09 00:37:00,1.49%,8.37%,9.25%,9.81%,10.9%,10.1%,8.89%
2025-05-09 00:37:30,1.50%,8.37%,9.01%,9.55%,10.2%,9.79%,8.88%
2025-05-09 00:38:00,1.50%,8.33%,8.92%,9.04%,9.72%,9.44%,8.79%
2025-05-09 00:38:30,1.51%,8.52%,8.89%,8.60%,9.17%,8.95%,8.77%
2025-05-09 00:39:00,1.51%,8.21%,8.49%,8.13%,8.75%,8.46%,8.60%
2025-05-09 00:39:30,1.50%,8.41%,8.47%,7.71%,8.42%,8.07%,8.66%
2025-05-09 00:40:00,1.51%,8.37%,8.26%,7.41%,8.08%,7.70%,8.70%
2025-05-09 00:40:30,1.51%,8.33%,8.40%,7.11%,7.78%,7.37%,8.44%
2025-05-09 00:41:00,1.53%,8.36%,8.46%,7.13%,7.73%,7.30%,8.03%
2025-05-09 00:41:30,1.55%,8.44%,8.41%,7.17%,7.77%,7.16%,8.05%
2025-05-09 00:42:00,1.55%,8.41%,8.42%,6.97%,7.20%,7.01%,8.28%
2025-05-09 00:42:30,1.63%,8.68%,8.68%,6.88%,6.71%,6.88%,8.52%
2025-05-09 00:43:00,1.63%,8.50%,8.77%,6.73%,6.42%,6.88%,8.35%
2025-05-09 00:43:30,1.63%,8.53%,9.12%,6.69%,6.28%,6.78%,8.34%
2025-05-09 00:44:00,1.63%,8.56%,9.07%,6.69%,5.70%,6.74%,8.32%
2025-05-09 00:44:30,1.62%,8.36%,8.95%,6.50%,5.21%,6.76%,8.28%
2025-05-09 00:45:00,1.62%,8.54%,9.14%,6.31%,4.62%,6.50%,8.35%
2025-05-09 00:45:30,1.60%,8.59%,9.32%,6.12%,4.04%,6.32%,8.62%
2025-05-09 00:46:00,1.59%,8.39%,9.10%,5.86%,3.28%,6.01%,8.76%
2025-05-09 00:46:30,1.57%,8.35%,9.10%,5.61%,2.94%,5.84%,8.40%
2025-05-09 00:47:00,1.49%,8.31%,8.88%,5.53%,2.85%,5.73%,8.13%
2025-05-09 00:47:30,1.49%,8.31%,8.89%,5.43%,2.72%,5.59%,7.98%
2025-05-09 00:48:00,1.49%,8.46%,8.77%,5.29%,2.37%,5.47%,7.98%
2025-05-09 00:48:30,1.49%,8.25%,8.30%,5.13%,2.06%,5.30%,7.82%
2025-05-09 00:49:00,1.49%,8.39%,8.32%,4.88%,1.92%,5.15%,7.72%
2025-05-09 00:49:30,1.49%,8.55%,8.36%,4.82%,1.81%,4.98%,7.56%
2025-05-09 00:50:00,1.49%,8.49%,8.28%,4.77%,1.72%,4.93%,7.48%
2025-05-09 00:50:30,1.50%,8.55%,8.32%,4.67%,1.57%,4.81%,7.28%
2025-05-09 00:51:00,1.50%,8.41%,8.12%,4.73%,1.83%,4.82%,6.99%
2025-05-09 00:51:30,1.53%,8.57%,8.32%,4.75%,2.22%,5.01%,6.75%
2025-05-09 00:52:00,1.53%,8.73%,8.39%,4.83%,2.67%,5.44%,6.86%
2025-05-09 00:52:30,1.61%,8.59%,8.46%,4.99%,3.03%,5.95%,7.08%
2025-05-09 00:53:00,1.62%,8.55%,8.57%,5.04%,3.53%,6.53%,7.30%
2025-05-09 00:53:30,1.63%,8.54%,8.90%,5.18%,4.02%,7.06%,7.46%
2025-05-09 00:54:00,1.61%,8.40%,8.94%,5.39%,4.44%,7.58%,7.50%
2025-05-09 00:54:30,1.58%,8.64%,9.20%,5.40%,5.25%,8.16%,7.70%
2025-05-09 00:55:00,1.55%,8.47%,9.15%,5.46%,5.86%,8.52%,7.74%
2025-05-09 00:55:30,1.54%,8.49%,9.15%,5.70%,6.30%,8.95%,7.97%
2025-05-09 00:56:00,1.52%,8.51%,9.18%,5.65%,6.29%,9.58%,8.57%
2025-05-09 00:56:30,1.52%,8.23%,9.01%,5.62%,6.26%,9.61%,8.40%
2025-05-09 00:57:00,1.44%,8.52%,9.21%,5.55%,6.19%,9.55%,8.43%
2025-05-09 00:57:30,1.44%,8.58%,9.13%,5.47%,6.08%,9.46%,8.32%
2025-05-09 00:58:00,1.42%,8.26%,8.76%,5.32%,5.93%,9.35%,8.06%
2025-05-09 00:58:30,1.43%,8.35%,8.67%,5.19%,5.78%,9.25%,8.08%
2025-05-09 00:59:00,1.45%,8.36%,8.56%,4.96%,5.57%,9.15%,8.09%
2025-05-09 00:59:30,1.47%,8.36%,8.45%,4.92%,5.13%,9.19%,7.96%
2025-05-09 01:00:00,1.49%,8.51%,8.49%,4.86%,4.99%,9.12%,7.98%
2025-05-09 01:00:30,1.49%,8.27%,8.37%,4.73%,4.80%,8.86%,7.68%
2025-05-09 01:01:00,1.51%,8.48%,8.42%,4.79%,4.78%,8.89%,7.83%
2025-05-09 01:01:30,1.52%,8.48%,8.35%,5.08%,5.07%,9.08%,7.95%
2025-05-09 01:02:00,1.48%,8.62%,8.55%,5.54%,5.33%,9.16%,7.74%
2025-05-09 01:02:30,1.57%,8.83%,8.73%,6.13%,5.72%,9.50%,7.95%
2025-05-09 01:03:00,1.53%,8.72%,8.76%,6.60%,6.16%,9.86%,7.99%
2025-05-09 01:03:30,1.50%,8.83%,9.05%,7.20%,6.60%,10.1%,7.82%
2025-05-09 01:04:00,1.46%,8.86%,9.08%,7.89%,7.03%,10.5%,8.14%
2025-05-09 01:04:30,1.41%,8.80%,9.25%,8.48%,7.42%,10.9%,8.08%
2025-05-09 01:05:00,1.37%,8.31%,8.91%,8.89%,8.01%,11.2%,8.18%
2025-05-09 01:05:30,1.31%,7.44%,8.01%,9.49%,8.85%,11.5%,8.46%
2025-05-09 01:06:00,1.24%,6.65%,7.22%,9.69%,9.14%,11.7%,8.35%
2025-05-09 01:06:30,1.23%,5.96%,6.44%,9.49%,9.13%,11.9%,8.70%
2025-05-09 01:07:00,1.14%,4.97%,5.52%,9.27%,8.96%,12.0%,8.60%
2025-05-09 01:07:30,1.08%,4.18%,4.79%,8.94%,8.69%,12.2%,8.56%
2025-05-09 01:08:00,1.07%,3.40%,3.65%,8.58%,8.39%,12.0%,8.80%
2025-05-09 01:08:30,1.07%,2.65%,2.72%,8.14%,8.06%,11.8%,8.54%
2025-05-09 01:09:00,1.07%,2.02%,1.84%,7.72%,7.65%,11.6%,8.65%
2025-05-09 01:09:30,1.09%,1.26%,1.07%,7.35%,7.39%,11.4%,8.68%
2025-05-09 01:10:00,1.11%,1.27%,1.02%,7.09%,6.88%,11.2%,8.55%
2025-05-09 01:10:30,1.14%,1.28%,1.00%,6.84%,6.22%,11.0%,8.39%
2025-05-09 01:11:00,1.15%,1.29%,1.16%,6.92%,5.93%,11.0%,8.35%
2025-05-09 01:11:30,1.15%,1.31%,1.56%,6.75%,5.64%,10.8%,8.39%
2025-05-09 01:12:00,1.16%,1.42%,1.99%,6.55%,5.44%,9.91%,8.61%
2025-05-09 01:12:30,1.24%,1.42%,2.32%,6.46%,5.33%,9.23%,8.45%
2025-05-09 01:13:00,1.23%,1.41%,2.76%,6.50%,5.24%,8.81%,8.61%
2025-05-09 01:13:30,1.24%,1.42%,3.32%,6.54%,5.23%,8.30%,8.69%
2025-05-09 01:14:00,1.24%,1.43%,3.70%,6.56%,5.16%,7.78%,8.75%
2025-05-09 01:14:30,1.20%,1.44%,4.12%,6.59%,5.06%,7.20%,8.97%
2025-05-09 01:15:00,1.19%,1.46%,4.52%,6.42%,4.88%,6.62%,8.77%
2025-05-09 01:15:30,1.18%,1.46%,4.78%,6.24%,4.85%,6.00%,8.58%
2025-05-09 01:16:00,1.17%,1.46%,4.80%,5.94%,5.25%,5.20%,7.91%
2025-05-09 01:16:30,1.17%,1.37%,4.76%,5.83%,5.46%,4.77%,7.07%
2025-05-09 01:17:00,1.08%,1.37%,4.73%,5.62%,5.30%,4.60%,6.28%
2025-05-09 01:17:30,1.08%,1.39%,4.68%,5.30%,5.07%,4.42%,5.48%
2025-05-09 01:18:00,1.08%,1.39%,4.46%,4.92%,4.79%,4.50%,4.65%
2025-05-09 01:18:30,1.08%,1.40%,4.32%,4.50%,4.47%,4.20%,3.91%
2025-05-09 01:19:00,1.07%,1.40%,4.30%,4.10%,4.18%,3.89%,2.95%
2025-05-09 01:19:30,1.06%,1.40%,4.23%,3.75%,3.91%,3.61%,2.18%
2025-05-09 01:20:00,1.06%,1.41%,4.18%,3.49%,3.72%,3.39%,1.44%
2025-05-09 01:20:30,1.06%,1.42%,4.23%,3.26%,3.36%,3.16%,1.31%
2025-05-09 01:21:00,1.06%,1.43%,4.00%,3.25%,2.91%,3.13%,1.31%
2025-05-09 01:21:30,1.06%,1.42%,3.68%,3.59%,2.98%,3.18%,1.34%
2025-05-09 01:22:00,1.06%,1.51%,3.43%,3.92%,3.14%,3.29%,1.37%
2025-05-09 01:22:30,1.15%,1.51%,3.16%,3.93%,3.36%,3.23%,1.44%
2025-05-09 01:23:00,1.15%,1.51%,2.88%,3.97%,3.63%,3.29%,1.51%
2025-05-09 01:23:30,1.16%,1.50%,2.80%,4.01%,3.91%,3.56%,1.60%
2025-05-09 01:24:00,1.17%,1.50%,2.52%,4.05%,4.17%,3.81%,1.68%
2025-05-09 01:24:30,1.17%,1.51%,2.23%,4.04%,4.40%,4.03%,1.75%
2025-05-09 01:25:00,1.17%,1.50%,1.98%,3.96%,4.53%,4.18%,1.80%
2025-05-09 01:25:30,1.18%,1.49%,1.67%,3.88%,4.68%,4.36%,1.90%
2025-05-09 01:26:00,1.17%,1.48%,1.66%,3.64%,4.61%,4.36%,1.88%
2025-05-09 01:26:30,1.17%,1.38%,1.62%,3.02%,4.49%,4.28%,1.83%
2025-05-09 01:27:00,1.09%,1.36%,1.56%,2.71%,4.30%,4.14%,1.77%
2025-05-09 01:27:30,1.08%,1.34%,1.49%,2.55%,4.03%,3.91%,1.68%
2025-05-09 01:28:00,1.08%,1.33%,1.31%,2.38%,3.73%,3.64%,1.58%
2025-05-09 01:28:30,1.08%,1.31%,1.22%,2.20%,3.42%,3.35%,1.47%
2025-05-09 01:29:00,1.07%,1.30%,1.14%,2.04%,3.11%,3.08%,1.38%
2025-05-09 01:29:30,1.06%,1.29%,1.07%,1.91%,2.85%,2.85%,1.27%
2025-05-09 01:30:00,1.06%,1.27%,1.03%,1.82%,2.67%,2.69%,1.16%
2025-05-09 01:30:30,1.06%,1.24%,1.01%,1.68%,2.47%,2.49%,0.993%
2025-05-09 01:31:00,1.06%,1.24%,1.17%,1.69%,2.48%,2.49%,0.946%
2025-05-09 01:31:30,1.07%,1.24%,1.43%,1.71%,2.59%,2.57%,0.939%
2025-05-09 01:32:00,1.06%,1.32%,1.49%,1.77%,2.80%,2.69%,0.958%
2025-05-09 01:32:30,1.14%,1.32%,1.57%,1.87%,3.08%,2.88%,0.986%
2025-05-09 01:33:00,1.14%,1.31%,1.65%,2.00%,3.42%,3.10%,1.02%
2025-05-09 01:33:30,1.15%,1.30%,1.85%,2.13%,3.77%,3.34%,1.07%
2025-05-09 01:34:00,1.15%,1.30%,1.94%,2.24%,4.12%,3.58%,1.12%
2025-05-09 01:34:30,1.15%,1.31%,2.02%,2.32%,4.40%,3.78%,1.18%
2025-05-09 01:35:00,1.15%,1.34%,2.10%,2.37%,4.63%,3.91%,1.24%
2025-05-09 01:35:30,1.15%,1.39%,2.17%,2.47%,4.86%,4.07%,1.38%
2025-05-09 01:36:00,1.14%,1.43%,1.88%,2.44%,4.85%,4.04%,1.39%
2025-05-09 01:36:30,1.14%,1.39%,1.82%,2.37%,4.75%,3.96%,1.38%
2025-05-09 01:37:00,1.07%,1.43%,1.79%,2.27%,4.56%,3.82%,1.34%
2025-05-09 01:37:30,1.07%,1.48%,1.75%,2.14%,4.30%,3.62%,1.30%
2025-05-09 01:38:00,1.07%,1.52%,1.60%,1.99%,3.97%,3.38%,1.24%
2025-05-09 01:38:30,1.05%,1.54%,1.52%,1.83%,3.62%,3.11%,1.17%
2025-05-09 01:39:00,1.05%,1.57%,1.46%,1.68%,3.29%,2.85%,1.11%
2025-05-09 01:39:30,1.04%,1.59%,1.40%,1.56%,3.01%,2.61%,1.04%
2025-05-09 01:40:00,1.05%,1.60%,1.36%,1.47%,2.79%,2.43%,0.993%
2025-05-09 01:40:30,1.06%,1.60%,1.33%,1.33%,2.57%,2.20%,0.857%
2025-05-09 01:41:00,1.06%,1.61%,1.36%,1.34%,2.56%,2.17%,0.840%
2025-05-09 01:41:30,1.08%,1.64%,1.43%,1.40%,2.60%,2.21%,0.855%
2025-05-09 01:42:00,1.08%,1.77%,1.51%,1.48%,2.48%,2.22%,0.876%
2025-05-09 01:42:30,1.16%,1.80%,1.61%,1.59%,2.43%,2.23%,0.909%
2025-05-09 01:43:00,1.16%,1.82%,1.73%,1.71%,2.40%,2.28%,0.958%
2025-05-09 01:43:30,1.17%,1.86%,1.95%,1.84%,2.37%,2.36%,1.00%
2025-05-09 01:44:00,1.15%,1.90%,2.06%,1.95%,2.33%,2.42%,1.04%
2025-05-09 01:44:30,1.15%,1.95%,2.15%,2.04%,2.25%,2.47%,1.08%
2025-05-09 01:45:00,1.15%,1.97%,2.21%,2.10%,2.13%,2.45%,1.11%
2025-05-09 01:45:30,1.16%,1.97%,2.24%,2.20%,2.05%,2.51%,1.21%
2025-05-09 01:46:00,1.16%,1.96%,2.22%,2.18%,1.80%,2.40%,1.20%
2025-05-09 01:46:30,1.15%,1.82%,2.18%,2.11%,1.69%,2.27%,1.17%
2025-05-09 01:47:00,1.07%,1.77%,2.11%,2.04%,1.63%,2.19%,1.14%
2025-05-09 01:47:30,1.08%,1.69%,2.01%,1.94%,1.54%,2.09%,1.09%
2025-05-09 01:48:00,1.08%,1.62%,1.80%,1.82%,1.44%,1.96%,1.05%
2025-05-09 01:48:30,1.09%,1.54%,1.68%,1.69%,1.35%,1.83%,0.993%
2025-05-09 01:49:00,1.09%,1.45%,1.57%,1.58%,1.27%,1.71%,0.949%
2025-05-09 01:49:30,1.09%,1.38%,1.48%,1.49%,1.19%,1.60%,0.903%
2025-05-09 01:50:00,1.10%,1.32%,1.42%,1.43%,1.15%,1.54%,0.873%
2025-05-09 01:50:30,1.10%,1.26%,1.41%,1.32%,1.03%,1.42%,0.762%
2025-05-09 01:51:00,1.10%,1.22%,1.43%,1.33%,1.04%,1.45%,0.769%
2025-05-09 01:51:30,1.09%,1.20%,1.43%,1.41%,1.08%,1.53%,0.799%
2025-05-09 01:52:00,1.10%,1.29%,1.44%,1.51%,1.14%,1.65%,0.845%
2025-05-09 01:52:30,1.17%,1.31%,1.48%,1.63%,1.22%,1.80%,0.898%
2025-05-09 01:53:00,1.17%,1.30%,1.53%,1.78%,1.31%,1.96%,0.971%
2025-05-09 01:53:30,1.17%,1.31%,1.66%,1.94%,1.41%,2.14%,1.04%
2025-05-09 01:54:00,1.16%,1.33%,1.71%,2.09%,1.51%,2.31%,1.10%
2025-05-09 01:54:30,1.16%,1.31%,1.74%,2.20%,1.60%,2.44%,1.15%
2025-05-09 01:55:00,1.16%,1.31%,1.73%,2.28%,1.69%,2.54%,1.20%
2025-05-09 01:55:30,1.16%,1.30%,1.68%,2.39%,1.83%,2.69%,1.31%
2025-05-09 01:56:00,1.15%,1.30%,1.63%,2.38%,1.87%,2.68%,1.32%
2025-05-09 01:56:30,1.15%,1.20%,1.59%,2.31%,1.88%,2.60%,1.28%
2025-05-09 01:57:00,1.06%,1.19%,1.53%,2.21%,1.86%,2.50%,1.25%
2025-05-09 01:57:30,1.06%,1.19%,1.46%,2.08%,1.82%,2.36%,1.19%
2025-05-09 01:58:00,1.05%,1.19%,1.29%,1.92%,1.75%,2.19%,1.13%
2025-05-09 01:58:30,1.04%,1.18%,1.20%,1.76%,1.68%,2.02%,1.06%
2025-05-09 01:59:00,1.04%,1.19%,1.12%,1.61%,1.60%,1.86%,1.00%
2025-05-09 01:59:30,1.03%,1.18%,1.06%,1.49%,1.54%,1.71%,0.947%
2025-05-09 02:00:00,1.03%,1.18%,1.01%,1.41%,1.49%,1.59%,0.913%
