timestamp,non2xx_count,non2xx_percent,total_requests,slow_count_50ms,slow_percent_50ms,slow_count_100ms,slow_percent_100ms,slow_count_200ms,slow_percent_200ms
2025-05-11 00:35:09,0,0.00,0,0,0.00,0,0.00,0,0.00
2025-05-11 00:35:14,0,0.00,0,0,0.00,0,0.00,0,0.00
2025-05-11 00:35:20,0,0.00,0,0,0.00,0,0.00,0,0.00
2025-05-11 00:35:25,0,0.00,0,0,0.00,0,0.00,0,0.00
2025-05-11 00:35:30,0,0.00,0,0,0.00,0,0.00,0,0.00
2025-05-11 00:35:35,0,0.00,0,0,0.00,0,0.00,0,0.00
2025-05-11 00:35:41,30708,51.51,59622,0,0.00,0,0.00,0,0.00
2025-05-11 00:35:46,116726,51.00,228867,0,0.00,0,0.00,0,0.00
2025-05-11 00:35:51,188824,51.27,368261,0,0.00,0,0.00,0,0.00
2025-05-11 00:35:57,232813,52.16,446351,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:02,274927,52.64,522311,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:07,319109,53.13,600588,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:13,368558,53.91,683678,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:18,421304,54.32,775597,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:23,462578,54.64,846519,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:29,499000,56.50,883160,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:34,525848,57.79,909914,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:39,525848,57.79,909914,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:44,551512,58.95,935624,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:50,575282,59.96,959453,0,0.00,0,0.00,0,0.00
2025-05-11 00:36:55,587341,60.46,971530,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:00,609701,61.35,993786,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:05,620090,61.75,1004197,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:11,630117,62.13,1014205,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:16,649162,62.82,1033333,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:21,658200,63.14,1042413,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:27,673954,63.69,1058160,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:32,681445,63.95,1065568,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:37,688842,64.20,1072936,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:42,700480,64.59,1084568,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:48,712186,64.96,1096304,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:53,712186,64.96,1096304,0,0.00,0,0.00,0,0.00
2025-05-11 00:37:58,719728,65.21,1103784,16,0.00,0,0.00,0,0.00
2025-05-11 00:38:03,726722,65.42,1110786,18,0.00,0,0.00,0,0.00
2025-05-11 00:38:09,726722,65.42,1110786,18,0.00,0,0.00,0,0.00
2025-05-11 00:38:14,731024,65.36,1118496,32,0.00,0,0.00,0,0.00
2025-05-11 00:38:19,733308,64.46,1137698,434,0.04,0,0.00,0,0.00
2025-05-11 00:38:25,733758,62.97,1165180,787,0.07,0,0.00,0,0.00
2025-05-11 00:38:30,734094,61.15,1200429,1428,0.12,0,0.00,0,0.00
2025-05-11 00:38:35,739119,57.44,1286741,4872,0.38,0,0.00,0,0.00
2025-05-11 00:38:40,739342,56.01,1319962,5854,0.44,0,0.00,0,0.00
2025-05-11 00:38:46,739071,53.98,1369230,7753,0.57,0,0.00,0,0.00
2025-05-11 00:38:51,739678,52.74,1402461,9137,0.65,0,0.00,0,0.00
2025-05-11 00:38:56,737386,51.00,1445960,10802,0.75,0,0.00,0,0.00
2025-05-11 00:39:01,740155,50.16,1475565,13545,0.92,0,0.00,0,0.00
2025-05-11 00:39:07,743306,49.50,1501546,16761,1.12,0,0.00,0,0.00
2025-05-11 00:39:12,738055,49.00,1506199,18792,1.25,0,0.00,0,0.00
2025-05-11 00:39:17,738505,49.01,1506723,19898,1.32,0,0.00,0,0.00
2025-05-11 00:39:23,738933,49.03,1507194,21138,1.40,0,0.00,0,0.00
2025-05-11 00:39:28,731053,48.75,1499443,21788,1.45,0,0.00,0,0.00
2025-05-11 00:39:33,733707,48.85,1501810,25077,1.67,0,0.00,0,0.00
2025-05-11 00:39:39,735017,48.90,1503121,25077,1.67,0,0.00,0,0.00
2025-05-11 00:39:44,717001,48.27,1485272,24841,1.67,0,0.00,0,0.00
2025-05-11 00:39:49,708707,47.98,1477096,24696,1.67,0,0.00,0,0.00
2025-05-11 00:39:54,708707,47.98,1477096,25158,1.70,0,0.00,0,0.00
2025-05-11 00:40:00,696674,47.56,1464794,25821,1.76,0,0.00,0,0.00
2025-05-11 00:40:05,683330,47.08,1451520,25450,1.75,0,0.00,0,0.00
2025-05-11 00:40:10,674274,46.75,1442242,25414,1.76,0,0.00,0,0.00
2025-05-11 00:40:15,653861,45.99,1421885,23813,1.67,0,0.00,0,0.00
2025-05-11 00:40:21,639565,45.44,1407586,22581,1.60,0,0.00,0,0.00
2025-05-11 00:40:26,633290,45.19,1401533,22644,1.62,0,0.00,0,0.00
2025-05-11 00:40:31,612885,44.37,1381301,20904,1.51,0,0.00,0,0.00
2025-05-11 00:40:36,600896,43.88,1369397,19114,1.40,0,0.00,0,0.00
2025-05-11 00:40:42,576632,42.87,1345085,17288,1.29,0,0.00,0,0.00
2025-05-11 00:40:47,564205,42.34,1332586,15637,1.17,0,0.00,0,0.00
2025-05-11 00:40:52,551429,41.79,1319578,13978,1.06,0,0.00,0,0.00
2025-05-11 00:40:58,523008,40.51,1291158,12292,0.95,0,0.00,0,0.00
2025-05-11 00:41:03,499088,39.38,1267291,9152,0.72,0,0.00,0,0.00
2025-05-11 00:41:08,499087,39.38,1267311,9152,0.72,0,0.00,0,0.00
2025-05-11 00:41:13,468175,37.87,1236238,8101,0.66,0,0.00,0,0.00
2025-05-11 00:41:19,441028,36.48,1209088,5187,0.43,0,0.00,0,0.00
2025-05-11 00:41:24,441028,36.47,1209150,5187,0.43,0,0.00,0,0.00
2025-05-11 00:41:29,409074,34.74,1177568,3964,0.34,0,0.00,0,0.00
2025-05-11 00:41:35,380989,33.14,1149622,2417,0.21,0,0.00,0,0.00
2025-05-11 00:41:40,364416,32.13,1134313,2308,0.20,0,0.00,0,0.00
2025-05-11 00:41:45,324688,29.46,1102075,2041,0.19,0,0.00,0,0.00
2025-05-11 00:41:50,300258,27.84,1078693,1677,0.16,0,0.00,0,0.00
2025-05-11 00:41:56,281050,26.32,1067641,1357,0.13,0,0.00,0,0.00
2025-05-11 00:42:01,236488,22.70,1041800,558,0.05,0,0.00,0,0.00
2025-05-11 00:42:06,210720,20.64,1020851,408,0.04,0,0.00,0,0.00
2025-05-11 00:42:11,173730,17.50,992943,287,0.03,0,0.00,0,0.00
2025-05-11 00:42:17,148490,15.16,979731,253,0.03,1,0.00,0,0.00
2025-05-11 00:42:22,123349,12.80,963495,218,0.02,2,0.00,0,0.00
2025-05-11 00:42:27,90381,9.64,937490,186,0.02,2,0.00,0,0.00
2025-05-11 00:42:33,75880,8.14,932355,5,0.00,2,0.00,0,0.00
2025-05-11 00:42:38,63888,6.94,921090,5,0.00,2,0.00,0,0.00
2025-05-11 00:42:43,41149,4.60,894053,2,0.00,2,0.00,0,0.00
2025-05-11 00:42:48,28845,3.31,872624,2,0.00,2,0.00,0,0.00
2025-05-11 00:42:54,28845,3.31,872680,2,0.00,2,0.00,0,0.00
2025-05-11 00:42:59,14466,1.72,839962,2,0.00,2,0.00,0,0.00
2025-05-11 00:43:04,13146,1.58,830698,0,0.00,0,0.00,0,0.00
2025-05-11 00:43:09,10093,1.21,837612,0,0.00,0,0.00,0,0.00
2025-05-11 00:43:15,7384,0.91,812490,0,0.00,0,0.00,0,0.00
2025-05-11 00:43:20,10202,1.29,793620,0,0.00,0,0.00,0,0.00
