timestamp,non2xx_count,non2xx_percent,total_requests,slow_count_50ms,slow_percent_50ms,slow_count_100ms,slow_percent_100ms,slow_count_200ms,slow_percent_200ms
2025-05-10 00:10:26,15718,50.33,31228,0,0.00,0,0.00,0,0.00
2025-05-10 00:10:31,40908,51.87,78870,0,0.00,0,0.00,0,0.00
2025-05-10 00:10:36,95117,52.71,180445,0,0.00,0,0.00,0,0.00
2025-05-10 00:10:42,115997,53.13,218323,0,0.00,0,0.00,0,0.00
2025-05-10 00:10:47,137599,53.55,256943,2,0.00,0,0.00,0,0.00
2025-05-10 00:10:52,161970,54.30,298288,5,0.00,0,0.00,0,0.00
2025-05-10 00:10:58,184681,54.65,337950,6,0.00,0,0.00,0,0.00
2025-05-10 00:11:03,210693,54.53,386352,5,0.00,0,0.00,0,0.00
2025-05-10 00:11:08,240168,55.58,432099,6,0.00,0,0.00,0,0.00
2025-05-10 00:11:14,250064,56.57,442077,8,0.00,0,0.00,0,0.00
2025-05-10 00:11:19,263396,57.83,455457,8,0.00,0,0.00,0,0.00
2025-05-10 00:11:24,270076,58.44,462121,8,0.00,0,0.00,0,0.00
2025-05-10 00:11:30,276128,58.98,468173,9,0.00,0,0.00,0,0.00
2025-05-10 00:11:35,288220,60.02,480210,8,0.00,0,0.00,0,0.00
2025-05-10 00:11:40,299642,60.95,491652,17,0.00,0,0.00,0,0.00
2025-05-10 00:11:46,299642,60.95,491652,17,0.00,0,0.00,0,0.00
2025-05-10 00:11:51,315193,62.14,507193,49,0.01,0,0.00,0,0.00
2025-05-10 00:11:56,319301,62.45,511300,53,0.01,0,0.00,0,0.00
2025-05-10 00:12:02,324257,62.81,516248,54,0.01,0,0.00,0,0.00
2025-05-10 00:12:07,332405,63.39,524386,78,0.02,0,0.00,0,0.00
2025-05-10 00:12:12,335926,63.63,527908,81,0.02,0,0.00,0,0.00
2025-05-10 00:12:18,339657,63.89,531648,116,0.02,0,0.00,0,0.00
2025-05-10 00:12:23,346488,64.34,538505,137,0.03,0,0.00,0,0.00
2025-05-10 00:12:28,349250,64.52,541270,148,0.03,0,0.00,0,0.00
2025-05-10 00:12:34,354394,64.86,546396,146,0.03,0,0.00,0,0.00
2025-05-10 00:12:39,356633,65.00,548656,157,0.03,0,0.00,0,0.00
2025-05-10 00:12:44,358537,65.12,550556,153,0.03,0,0.00,0,0.00
2025-05-10 00:12:50,360325,65.23,552350,162,0.03,0,0.00,0,0.00
2025-05-10 00:12:55,360964,65.28,552938,150,0.03,0,0.00,0,0.00
2025-05-10 00:13:00,360630,65.26,552606,150,0.03,0,0.00,0,0.00
