timestamp,non2xx_count,non2xx_percent,total_requests,slow_count_50ms,slow_percent_50ms,slow_count_100ms,slow_percent_100ms,slow_count_200ms,slow_percent_200ms
2025-05-10 12:11:44,0,0.00,8162,0,0.00,0,0.00,0,0.00
2025-05-10 12:11:49,0,0.00,37929,0,0.00,0,0.00,0,0.00
2025-05-10 12:11:55,0,0.00,46790,0,0.00,0,0.00,0,0.00
2025-05-10 12:12:00,0,0.00,55984,0,0.00,0,0.00,0,0.00
2025-05-10 12:12:05,0,0.00,66598,0,0.00,0,0.00,0,0.00
2025-05-10 12:12:11,0,0.00,75811,0,0.00,0,0.00,0,0.00
2025-05-10 12:12:16,0,0.00,85559,0,0.00,0,0.00,0,0.00
2025-05-10 12:12:21,0,0.00,96934,0,0.00,0,0.00,0,0.00
2025-05-10 12:12:27,0,0.00,106395,0,0.00,0,0.00,0,0.00
2025-05-10 12:12:32,0,0.00,109148,1,0.00,0,0.00,0,0.00
2025-05-10 12:12:37,0,0.00,114100,4,0.00,0,0.00,0,0.00
2025-05-10 12:12:42,0,0.00,114100,4,0.00,0,0.00,0,0.00
2025-05-10 12:12:48,0,0.00,118154,205,0.17,0,0.00,0,0.00
2025-05-10 12:12:53,0,0.00,120388,322,0.27,0,0.00,0,0.00
2025-05-10 12:12:58,0,0.00,122198,325,0.27,0,0.00,0,0.00
2025-05-10 12:13:04,0,0.00,126066,362,0.29,0,0.00,0,0.00
2025-05-10 12:13:10,0,0.00,126066,362,0.29,0,0.00,0,0.00
2025-05-10 12:13:15,0,0.00,127618,390,0.31,0,0.00,0,0.00
2025-05-10 12:13:21,0,0.00,130764,417,0.32,0,0.00,0,0.00
2025-05-10 12:13:26,0,0.00,130764,417,0.32,0,0.00,0,0.00
2025-05-10 12:13:31,0,0.00,132020,317,0.24,0,0.00,0,0.00
2025-05-10 12:13:37,0,0.00,134770,98,0.07,0,0.00,0,0.00
2025-05-10 12:13:42,0,0.00,134770,98,0.07,0,0.00,0,0.00
2025-05-10 12:13:47,0,0.00,136754,345,0.25,0,0.00,0,0.00
2025-05-10 12:13:53,0,0.00,137418,308,0.22,0,0.00,0,0.00
2025-05-10 12:13:58,0,0.00,138152,654,0.47,0,0.00,0,0.00
