timestamp,action,pod
2025-05-13 17:12:18,ADD,step-load-56f7f9dbb7-s9ltf
2025-05-13 17:12:18,ADD,step-load-56f7f9dbb7-qljzz
2025-05-13 17:12:18,ADD,step-load-56f7f9dbb7-snlrl
2025-05-13 17:12:18,ADD,step-load-56f7f9dbb7-t8cwt
2025-05-13 17:20:39,ADD,nginx-69576ccd8f-wwjf8
2025-05-13 17:35:36,ADD,nginx-69576ccd8f-x8k87
2025-05-13 17:49:15,DEL,step-load-56f7f9dbb7-snlrl
2025-05-13 17:49:15,DEL,step-load-56f7f9dbb7-qljzz
2025-05-13 17:49:15,DEL,step-load-56f7f9dbb7-t8cwt
2025-05-13 17:49:15,DEL,step-load-56f7f9dbb7-s9ltf
2025-05-13 17:50:38,ADD,mbw-z4qdl
2025-05-13 17:50:38,ADD,mbw-z6rxf
2025-05-13 17:52:48,ADD,nginx-69576ccd8f-ghrl8
2025-05-13 17:53:45,DEL,nginx-69576ccd8f-ghrl8
2025-05-13 18:00:38,DEL,mbw-z4qdl
2025-05-13 18:00:38,DEL,mbw-z6rxf
2025-05-13 18:09:03,ADD,mbw-lnh76
2025-05-13 18:09:03,ADD,step-load-56f7f9dbb7-9glh7
2025-05-13 18:09:03,ADD,step-load-56f7f9dbb7-qrkkd
2025-05-13 18:09:03,DEL,nginx-69576ccd8f-x8k87
2025-05-13 18:13:26,ADD,step-load-56f7f9dbb7-8sb9n
2025-05-13 18:19:03,DEL,mbw-lnh76
2025-05-13 18:24:20,ADD,mbw-8x7cd
2025-05-13 18:29:17,DEL,step-load-56f7f9dbb7-8sb9n
2025-05-13 18:29:17,DEL,step-load-56f7f9dbb7-9glh7
2025-05-13 18:29:17,DEL,step-load-56f7f9dbb7-qrkkd
2025-05-13 18:34:22,DEL,mbw-8x7cd
2025-05-13 18:44:08,ADD,mbw-2x64f
2025-05-13 18:44:08,ADD,mbw-7rslr
2025-05-13 18:50:31,ADD,step-load-56f7f9dbb7-kgn7t
2025-05-13 18:54:08,DEL,mbw-2x64f
2025-05-13 18:54:13,DEL,mbw-7rslr
2025-05-13 18:59:06,ADD,step-load-56f7f9dbb7-cl7hb
2025-05-13 18:59:06,ADD,step-load-56f7f9dbb7-zplxr
2025-05-13 18:59:06,ADD,mbw-nlk85
2025-05-13 19:09:05,DEL,mbw-nlk85
2025-05-13 19:12:00,ADD,mbw-pzdfc
2025-05-13 19:22:01,DEL,mbw-pzdfc
2025-05-13 19:32:39,ADD,mbw-sndd5
2025-05-13 19:42:41,DEL,mbw-sndd5
2025-05-13 19:51:30,DEL,nginx-69576ccd8f-wwjf8
2025-05-13 19:52:01,DEL,step-load-56f7f9dbb7-cl7hb
2025-05-13 19:52:01,DEL,step-load-56f7f9dbb7-zplxr
2025-05-13 19:52:01,DEL,step-load-56f7f9dbb7-kgn7t
