timestamp,action,pod
2025-05-14 04:32:27,ADD,mbw-psrjg
2025-05-14 04:34:28,ADD,step-load-7d6dd98f99-t27nw
2025-05-14 04:42:35,DEL,mbw-psrjg
2025-05-14 04:48:04,ADD,mbw-8s6zp
2025-05-14 04:51:25,ADD,nginx-7b6d77bd77-g4lph
2025-05-14 04:58:07,DEL,mbw-8s6zp
2025-05-14 05:01:40,ADD,mbw-fctb5
2025-05-14 05:11:45,DEL,mbw-fctb5
2025-05-14 05:12:06,ADD,mbw-rwwhp
2025-05-14 05:22:09,DEL,mbw-rwwhp
2025-05-14 05:23:47,ADD,step-load-7d6dd98f99-d5j4q
2025-05-14 05:31:47,DEL,nginx-7b6d77bd77-g4lph
2025-05-14 05:31:52,DEL,step-load-7d6dd98f99-d5j4q
2025-05-14 05:32:33,DEL,step-load-7d6dd98f99-t27nw
