timestamp,non2xx_count,non2xx_percent,total_requests,slow_count_50ms,slow_percent_50ms,slow_count_100ms,slow_percent_100ms,slow_count_200ms,slow_percent_200ms
2025-05-14 05:55:02,0,0.00,21146,0,0.00,0,0.00,0,0.00
2025-05-14 05:55:07,0,0.00,25513,0,0.00,0,0.00,0,0.00
2025-05-14 05:55:12,0,0.00,29900,0,0.00,0,0.00,0,0.00
2025-05-14 05:55:18,0,0.00,35234,47,0.14,0,0.00,0,0.00
2025-05-14 05:55:23,0,0.00,39741,54,0.14,0,0.00,0,0.00
2025-05-14 05:55:28,0,0.00,44937,60,0.13,0,0.00,0,0.00
2025-05-14 05:55:33,0,0.00,50760,141,0.28,0,0.00,0,0.00
2025-05-14 05:55:38,0,0.00,54073,96,0.18,0,0.00,0,0.00
2025-05-14 05:55:43,0,0.00,55337,108,0.20,0,0.00,0,0.00
2025-05-14 05:55:49,0,0.00,56926,272,0.48,101,0.18,49,0.09
2025-05-14 05:55:54,0,0.00,56926,272,0.48,101,0.18,49,0.09
2025-05-14 05:55:59,0,0.00,55924,280,0.50,101,0.18,49,0.09
2025-05-14 05:56:04,0,0.00,57157,294,0.52,101,0.18,49,0.09
2025-05-14 05:56:09,0,0.00,57157,294,0.52,101,0.18,49,0.09
2025-05-14 05:56:14,0,0.00,54818,294,0.54,101,0.18,49,0.09
2025-05-14 05:56:20,0,0.00,55192,304,0.55,101,0.18,49,0.09
2025-05-14 05:56:25,0,0.00,55192,304,0.55,101,0.18,49,0.09
2025-05-14 05:56:30,0,0.00,52661,292,0.55,101,0.19,49,0.09
2025-05-14 05:56:35,0,0.00,52880,214,0.41,0,0.00,0,0.00
2025-05-14 05:56:40,0,0.00,52880,214,0.41,0,0.00,0,0.00
2025-05-14 05:56:45,0,0.00,52149,270,0.52,0,0.00,0,0.00
2025-05-14 05:56:50,0,0.00,52512,206,0.39,0,0.00,0,0.00
2025-05-14 05:56:56,0,0.00,52512,206,0.39,0,0.00,0,0.00
2025-05-14 05:57:01,0,0.00,54839,206,0.38,0,0.00,0,0.00
2025-05-14 05:57:06,0,0.00,55650,296,0.53,0,0.00,0,0.00
2025-05-14 05:57:11,0,0.00,55674,296,0.53,0,0.00,0,0.00
