timestamp,action,pod
2025-05-11 01:58:21,ADD,mbw-pvrkx
2025-05-11 01:58:21,ADD,mbw-rkrbw
2025-05-11 02:05:59,ADD,mbw-tnssj
2025-05-11 02:08:25,ADD,mbw-8q7j5
2025-05-11 02:08:25,ADD,mbw-xqfhs
2025-05-11 02:08:25,DEL,mbw-pvrkx
2025-05-11 02:08:25,DEL,mbw-rkrbw
2025-05-11 02:09:59,ADD,nginx-7c4b4649d-6fdjz
2025-05-11 02:15:28,ADD,nginx-7c4b4649d-xsgj4
2025-05-11 02:15:44,DEL,nginx-7c4b4649d-xsgj4
2025-05-11 02:16:04,ADD,mbw-g44j4
2025-05-11 02:16:04,DEL,mbw-tnssj
2025-05-11 02:17:28,ADD,nginx-7c4b4649d-9525l
2025-05-11 02:18:31,ADD,mbw-rmnws
2025-05-11 02:18:31,ADD,mbw-hvcct
2025-05-11 02:18:31,DEL,mbw-8q7j5
2025-05-11 02:18:31,DEL,mbw-xqfhs
2025-05-11 02:26:06,DEL,mbw-g44j4
2025-05-11 02:28:32,DEL,mbw-rmnws
2025-05-11 02:28:32,DEL,mbw-hvcct
2025-05-11 02:30:52,DEL,nginx-7c4b4649d-6fdjz
2025-05-11 02:30:52,DEL,nginx-7c4b4649d-9525l
