timestamp,action,pod
2025-05-10 01:33:01,ADD,mbw-nmx6w
2025-05-10 01:33:01,ADD,mbw-vqvqg
2025-05-10 01:47:35,ADD,mbw-ntg7q
2025-05-10 01:47:35,ADD,mbw-8kmqm
2025-05-10 01:47:35,ADD,nginx-7c4b4649d-mhq6l
2025-05-10 01:47:35,DEL,mbw-nmx6w
2025-05-10 01:47:35,DEL,mbw-vqvqg
2025-05-10 01:49:33,ADD,nginx-7c4b4649d-x6j2m
2025-05-10 01:50:24,ADD,step-load-8476d48fcd-jmlkt
2025-05-10 01:50:55,ADD,mbw-fdfj2
2025-05-10 01:50:55,DEL,mbw-ntg7q
2025-05-10 01:53:08,DEL,mbw-8kmqm
2025-05-10 01:53:13,ADD,mbw-tlh62
2025-05-10 01:54:55,ADD,nginx-7c4b4649d-9v9tl
2025-05-10 02:01:00,DEL,mbw-fdfj2
2025-05-10 02:01:41,DEL,nginx-7c4b4649d-9v9tl
2025-05-10 02:01:41,DEL,nginx-7c4b4649d-x6j2m
2025-05-10 02:02:57,ADD,nginx-7c4b4649d-4wjzm
2025-05-10 02:02:57,ADD,nginx-7c4b4649d-zpdnk
2025-05-10 02:03:13,DEL,mbw-tlh62
2025-05-10 02:10:42,DEL,nginx-7c4b4649d-4wjzm
2025-05-10 02:10:42,DEL,nginx-7c4b4649d-zpdnk
2025-05-10 02:13:04,DEL,nginx-7c4b4649d-mhq6l
2025-05-10 02:13:30,DEL,step-load-8476d48fcd-jmlkt
